U               I
-1.79900E+0003  1.69000E+0000
-1.79200E+0003  1.70000E+0000
-1.78700E+0003  1.71000E+0000
-1.77700E+0003  1.74000E+0000
-1.77100E+0003  1.76000E+0000
-1.76500E+0003  1.77000E+0000
-1.76500E+0003  1.78000E+0000
-1.75900E+0003  1.79000E+0000
-1.75400E+0003  1.81000E+0000
-1.75000E+0003  1.82000E+0000
-1.73900E+0003  1.85000E+0000
-1.73100E+0003  1.87000E+0000
-1.73000E+0003  1.87000E+0000
-1.72500E+0003  1.89000E+0000
-1.71400E+0003  1.92000E+0000
-1.70400E+0003  1.93000E+0000
-1.69900E+0003  1.96000E+0000
-1.69400E+0003  1.97000E+0000
-1.69000E+0003  1.97000E+0000
-1.68800E+0003  1.99000E+0000
-1.68400E+0003  2.00000E+0000
-1.68000E+0003  2.01000E+0000
-1.67900E+0003  2.01000E+0000
-1.67700E+0003  2.02000E+0000
-1.66900E+0003  2.04000E+0000
-1.66400E+0003  2.05000E+0000
-1.66300E+0003  2.06000E+0000
-1.65900E+0003  2.07000E+0000
-1.65700E+0003  2.07000E+0000
-1.65200E+0003  2.09000E+0000
-1.64400E+0003  2.12000E+0000
-1.63300E+0003  2.13000E+0000
-1.62900E+0003  2.16000E+0000
-1.62100E+0003  2.18000E+0000
-1.61600E+0003  2.20000E+0000
-1.60300E+0003  2.23000E+0000
-1.60900E+0003  2.21000E+0000
-1.59900E+0003  2.24000E+0000
-1.59100E+0003  2.26000E+0000
-1.58500E+0003  2.28000E+0000
-1.57500E+0003  2.31000E+0000
-1.57000E+0003  2.32000E+0000
-1.56300E+0003  2.35000E+0000
-1.55100E+0003  2.38000E+0000
-1.53900E+0003  2.42000E+0000
-1.52600E+0003  2.45000E+0000
-1.52000E+0003  2.48000E+0000
-1.51100E+0003  2.51000E+0000
-1.49800E+0003  2.52000E+0000
-1.49200E+0003  2.57000E+0000
-1.48200E+0003  2.59000E+0000
-1.47600E+0003  2.61000E+0000
-1.47300E+0003  2.63000E+0000
-1.46000E+0003  2.67000E+0000
-1.45000E+0003  2.70000E+0000
-1.44800E+0003  2.69000E+0000
-1.44000E+0003  2.72000E+0000
-1.43100E+0003  2.75000E+0000
-1.42800E+0003  2.76000E+0000
-1.41600E+0003  2.81000E+0000
-1.40000E+0003  2.85000E+0000
-1.39000E+0003  2.87000E+0000
-1.38300E+0003  2.90000E+0000
-1.37300E+0003  2.94000E+0000
-1.36100E+0003  2.95000E+0000
-1.35900E+0003  2.98000E+0000
-1.34300E+0003  3.04000E+0000
-1.32800E+0003  3.09000E+0000
-1.31700E+0003  3.13000E+0000
-1.30400E+0003  3.16000E+0000
-1.29200E+0003  3.17000E+0000
-1.26900E+0003  3.26000E+0000
-1.26200E+0003  3.31000E+0000
-1.25300E+0003  3.33000E+0000
-1.26700E+0003  3.31000E+0000
-1.26900E+0003  3.27000E+0000
-1.27600E+0003  3.25000E+0000
-1.28200E+0003  3.22000E+0000
-1.26400E+0003  3.31000E+0000
-1.24700E+0003  3.36000E+0000
-1.23700E+0003  3.37000E+0000
-1.23400E+0003  3.41000E+0000
-1.22400E+0003  3.43000E+0000
-1.22100E+0003  3.44000E+0000
-1.21700E+0003  3.44000E+0000
-1.21400E+0003  3.46000E+0000
-1.20900E+0003  3.48000E+0000
-1.20900E+0003  3.48000E+0000
