U              I
1.07190E+0004  8.39000E+0000
1.07210E+0004  8.39000E+0000
1.07490E+0004  8.39000E+0000
1.07860E+0004  8.39000E+0000
1.07090E+0004  8.39000E+0000
1.06530E+0004  8.38000E+0000
1.06120E+0004  8.38000E+0000
1.05900E+0004  8.38000E+0000
1.04970E+0004  8.38000E+0000
1.04210E+0004  8.38000E+0000
1.04950E+0004  8.38000E+0000
1.04970E+0004  8.38000E+0000
1.06400E+0004  8.38000E+0000
1.07390E+0004  8.38000E+0000
1.08020E+0004  8.38000E+0000
1.08960E+0004  8.38000E+0000
1.09560E+0004  8.38000E+0000
1.10000E+0004  8.38000E+0000
1.10170E+0004  8.37000E+0000
1.10650E+0004  8.38000E+0000
1.11050E+0004  8.38000E+0000
1.11670E+0004  8.38000E+0000
1.12170E+0004  8.38000E+0000
1.12810E+0004  8.37000E+0000
1.13310E+0004  8.38000E+0000
1.13860E+0004  8.37000E+0000
1.14270E+0004  8.37000E+0000
1.14510E+0004  8.37000E+0000
1.14770E+0004  8.37000E+0000
1.14780E+0004  8.37000E+0000
1.14780E+0004  8.37000E+0000
