 U              I
 1.00890E+0004  2.54000E+0000
 1.01320E+0004  2.53000E+0000
 1.01820E+0004  2.53000E+0000
 1.02050E+0004  2.54000E+0000
 1.02350E+0004  2.54000E+0000
 1.02580E+0004  2.54000E+0000
 1.03120E+0004  2.53000E+0000
 1.03390E+0004  2.54000E+0000
 1.03630E+0004  2.53000E+0000
 1.03850E+0004  2.54000E+0000
 1.04030E+0004  2.54000E+0000
 1.04510E+0004  2.54000E+0000
 1.04830E+0004  2.54000E+0000
 1.05070E+0004  2.54000E+0000
 1.05190E+0004  2.54000E+0000
 1.05490E+0004  2.54000E+0000
 1.05770E+0004  2.54000E+0000
 1.06010E+0004  2.54000E+0000
 1.06570E+0004  2.54000E+0000
 1.07080E+0004  2.54000E+0000
 1.07180E+0004  2.53000E+0000
 1.07780E+0004  2.54000E+0000
 1.08290E+0004  2.54000E+0000
 1.08430E+0004  2.53000E+0000
 1.08650E+0004  2.54000E+0000
 1.09230E+0004  2.54000E+0000
 1.09640E+0004  2.54000E+0000
 1.09790E+0004  2.54000E+0000
 1.10350E+0004  2.54000E+0000
 1.10810E+0004  2.54000E+0000
 1.10910E+0004  2.54000E+0000
 1.11360E+0004  2.54000E+0000
 1.11740E+0004  2.54000E+0000
 1.11910E+0004  2.54000E+0000
 1.12300E+0004  2.54000E+0000
 1.12850E+0004  2.54000E+0000
 1.13050E+0004  2.54000E+0000
 1.13360E+0004  2.54000E+0000
 1.13780E+0004  2.54000E+0000
 1.14010E+0004  2.55000E+0000
 1.14300E+0004  2.55000E+0000
 1.14750E+0004  2.55000E+0000
 1.14740E+0004  2.55000E+0000
 1.14730E+0004  2.54000E+0000
 1.14730E+0004  2.55000E+0000
