U;I
-43;-0.58160001039505
-43;-0.581700026988983
-43;-0.581700026988983
-43;-0.581799983978271
-43;-0.581799983978271
-36;-0.581900000572205
-35;-0.582000017166138
-35;-0.582000017166138
-35;-0.582099974155426
-35;-0.582199990749359
-35;-0.582199990749359
-35;-0.582199990749359
-34;-0.582300007343292
-32;-0.582300007343292
-30;-0.582300007343292
-29;-0.582300007343292
-26;-0.582499980926514
-23;-0.582499980926514
-20;-0.582400023937225
-19;-0.582400023937225
-13;-0.582499980926514
-13;-0.582499980926514
-12;-0.582499980926514
-9;-0.582499980926514
-6;-0.582499980926514
-5;-0.582499980926514
-3;-0.582499980926514
0;-0.582599997520447
1;-0.582599997520447
5;-0.582499980926514
8;-0.582499980926514
13;-0.582499980926514
16;-0.582499980926514
20;-0.582499980926514
23;-0.582400023937225
26;-0.582400023937225
26;-0.582400023937225
29;-0.582400023937225
31;-0.582400023937225
34;-0.582300007343292
42;-0.582300007343292
54;-0.582099974155426
58;-0.582000017166138
62;-0.581900000572205
63;-0.581900000572205
65;-0.581799983978271
69;-0.581799983978271
72;-0.581700026988983
76;-0.581700026988983
80;-0.58160001039505
84;-0.581499993801117
87;-0.581399977207184
97;-0.580799996852875
101;-0.580699980258942
105;-0.580600023269653
109;-0.580399990081787
117;-0.579999983310699
120;-0.579800009727478
123;-0.579699993133545
128;-0.579500019550323
132;-0.579200029373169
136;-0.578800022602081
140;-0.578499972820282
142;-0.578199982643127
147;-0.577899992465973
152;-0.577600002288818
156;-0.577199995517731
159;-0.576799988746643
164;-0.576399981975555
170;-0.575900018215179
171;-0.575399994850159
174;-0.574999988079071
179;-0.574599981307983
182;-0.574000000953674
187;-0.573400020599365
190;-0.572899997234344
194;-0.572399973869324
198;-0.571900010108948
205;-0.571099996566772
215;-0.568000018596649
221;-0.567200005054474
225;-0.566399991512299
228;-0.565599977970123
232;-0.564899981021881
237;-0.5625
242;-0.559800028800964
248;-0.559400022029877
254;-0.556999981403351
257;-0.556900024414063
257;-0.556400001049042
270;-0.550499975681305
277;-0.548500001430511
280;-0.546199977397919
283;-0.545799970626831
290;-0.539900004863739
294;-0.539600014686584
298;-0.537199974060059
302;-0.534900009632111
305;-0.532299995422363
313;-0.525200009346008
317;-0.519999980926514
325;-0.517199993133545
326;-0.514299988746643
331;-0.510599970817566
336;-0.504599988460541
340;-0.497399985790253
345;-0.493099987506866
349;-0.489300012588501
353;-0.484100013971329
358;-0.476300001144409
362;-0.471399992704391
371;-0.456790000200272
370;-0.458099991083145
378;-0.444779992103577
381;-0.438849985599518
388;-0.425489991903305
389;-0.422650009393692
391;-0.418060004711151
393;-0.413910001516342
397;-0.405919998884201
399;-0.397659987211227
403;-0.385639995336533
407;-0.380739986896515
408;-0.378030002117157
410;-0.373129993677139
414;-0.36311998963356
419;-0.348280012607574
422;-0.341120004653931
424;-0.333999991416931
429;-0.319389998912811
434;-0.303149998188019
436;-0.291949987411499
440;-0.283589988946915
443;-0.272439986467361
446;-0.263819992542267
451;-0.245049998164177
454;-0.231499999761581
457;-0.216719999909401
463;-0.199550002813339
466;-0.186430007219315
470;-0.170489996671677
473;-0.156360000371933
475;-0.147180005908012
482;-0.118830002844334
484;-0.109010003507137
486;-0.0977799966931343
488;-0.0892800018191338
492;-0.0718099996447563
496;-0.0545400008559227
498;-0.0449000000953674
499;-0.0382700003683567
500;-0.0356899984180927
502;-0.0213300008326769
503;-0.0183499995619059
505;-0.00913000013679266
506;-0.00688999984413385
507;0.00028000000747852
508;0.00647999998182058
510;0.0137700000777841
511;0.0201900005340576
512;0.0255299992859364
514;0.0344199985265732
515;0.0406100004911423
518;0.0533800013363361
519;0.064910002052784
