0;-0,00999999977648258
-2731;-71,6999969482422
-2730;-71,9000015258789
-35;-0,00999999977648258
-48;-0,00999999977648258
-58;-0,00999999977648258
-72;-0,00999999977648258
-85;-0,00999999977648258
-107;-0,00999999977648258
-134;-0,00999999977648258
-159;-0,00999999977648258
-177;-0,00999999977648258
-199;-0,00999999977648258
-217;-0,00999999977648258
-235;-0,00999999977648258
-248;-0,00999999977648258
-265;-0,00999999977648258
-277;-0,00999999977648258
-312;-0,00999999977648258
-329;-0,00999999977648258
-346;-0,00999999977648258
-371;-0,00999999977648258
-395;-0,00999999977648258
-423;-0,00999999977648258
-440;-0,00999999977648258
-450;-0,00999999977648258
-468;-0,00999999977648258
-517;-0,00999999977648258
-548;-0,00999999977648258
-566;-0,00999999977648258
-585;-0,00999999977648258
-598;-0,00999999977648258
-615;-0,00999999977648258
-626;-0,00999999977648258
-659;-0,00999999977648258
-682;-0,00999999977648258
-702;-0,00999999977648258
-719;-0,0199999995529652
-734;-0,0199999995529652
-752;-0,0199999995529652
-766;-0,0299999993294477
-784;-0,0199999995529652
-802;-0,0199999995529652
-821;-0,0299999993294477
-841;-0,0299999993294477
-852;-0,0299999993294477
-883;-0,0399999991059303
-895;-0,0399999991059303
-906;-0,0399999991059303
-920;-0,0500000007450581
-938;-0,0500000007450581
-958;-0,0599999986588955
-975;-0,0599999986588955
-989;-0,0599999986588955
-1001;-0,0700000002980232
-1010;-0,0799999982118607
-1030;-0,0799999982118607
-1033;-0,0799999982118607
-1049;-0,0900000035762787
-1067;-0,100000001490116
-1075;-0,100000001490116
-1094;-0,119999997317791
-1106;-0,129999995231628
-1108;-0,129999995231628
-1160;-0,170000001788139
-1169;-0,180000007152557
-1136;-0,150000005960464
-1138;-0,150000005960464
-1166;-0,180000007152557
-1184;-0,200000002980232
-1198;-0,219999998807907
-1219;-0,239999994635582
-1232;-0,259999990463257
-1247;-0,280000001192093
-1263;-0,310000002384186
-1271;-0,319999992847443
-1281;-0,340000003576279
-1284;-0,340000003576279
-1303;-0,370000004768372
-1300;-0,370000004768372
-1322;-0,409999996423721
-1341;-0,46000000834465
-1354;-0,490000009536743
-1369;-0,519999980926514
-1379;-0,550000011920929
-1397;-0,600000023841858
-1409;-0,639999985694885
-1426;-0,709999978542328
-1442;-0,759999990463257
-1447;-0,790000021457672
-1481;-0,899999976158142
-1499;-0,980000019073486
-1506;-1,01999998092651
-1517;-1,07000005245209
-1526;-1,12000000476837
-1535;-1,16999995708466
-1552;-1,25
-1565;-1,33000004291534
-1585;-1,44000005722046
-1599;-1,53999996185303
-1613;-1,6599999666214
-1632;-1,79999995231628
-1644;-1,89999997615814
-1657;-1,98000001907349
-1667;-2,0699999332428
-1671;-2,09999990463257
-1671;-2,11999988555908
-1684;-2,23000001907349
-1694;-2,33999991416931
-1708;-2,45000004768372
-1717;-2,54999995231628
-1726;-2,65000009536743
-1731;-2,72000002861023
-1739;-2,79999995231628
-1747;-2,92000007629395
-1753;-2,95000004768372
-1761;-3,03999996185303
-1766;-3,10999989509583
-1771;-3,1800000667572
-1776;-3,25
-1781;-3,30999994277954
-1790;-3,4300000667572
-1796;-3,5
-1803;-3,58999991416931
-1809;-3,69000005722046
-1820;-3,85999989509583
-1824;-3,9300000667572
-1829;-3,98000001907349
-1835;-4,07999992370605
-1841;-4,17000007629395
-1845;-4,25
-1851;-4,34999990463257
-1856;-4,42999982833862
-1858;-4,48000001907349
-1862;-4,53000020980835
-1867;-4,6100001335144
-1872;-4,69000005722046
-1875;-4,78000020980835
-1882;-4,90000009536743
-1887;-4,98999977111816
-1892;-5,07000017166138
-1901;-5,23999977111816
-1906;-5,34000015258789
-1908;-5,38000011444092
-1912;-5,48000001907349
-1916;-5,59000015258789
-1922;-5,67000007629395
-1928;-5,80000019073486
-1942;-6,07999992370605
-1948;-6,21999979019165
-1957;-6,46999979019165
-1963;-6,59000015258789
-1968;-6,73000001907349
-1974;-6,8600001335144
-1982;-7,07000017166138
-1994;-7,34000015258789
-2001;-7,55999994277954
-2004;-7,65000009536743
-2011;-7,84000015258789
-2018;-8,02999973297119
-2026;-8,23999977111816
-2035;-8,51000022888184
-2046;-8,89000034332275
-2055;-9,11999988555908
-2059;-9,23999977111816
-2062;-9,39999961853027
-2071;-9,64000034332275
-2080;-9,9399995803833
-2090;-10,3100004196167
-2100;-10,6700000762939
-2105;-10,8999996185303
-2113;-11,1599998474121
-2121;-11,4200000762939
-2126;-11,6300001144409
-2128;-11,710000038147
-2137;-12,1400003433228
-2148;-12,539999961853
-2155;-12,8500003814697
-2163;-13,1300001144409
-2169;-13,3900003433228
-2173;-13,6000003814697
-2181;-13,9300003051758
-2187;-14,2700004577637
-2193;-14,5600004196167
-2201;-14,9099998474121
-2206;-15,1499996185303
-2210;-15,3699998855591
-2216;-15,6499996185303
-2220;-15,9399995803833
-2231;-16,5200004577637
-2238;-16,8500003814697
-2245;-17,1700000762939
-2252;-17,5400009155273
-2255;-17,7800006866455
-2263;-18,3199996948242
-2270;-18,6700000762939
-2275;-18,9599990844727
-2279;-19,1499996185303
-2283;-19,4300003051758
-2290;-19,8299999237061
-2295;-20,2199993133545
-2296;-20,2900009155273
-2304;-20,8299999237061
-2309;-21,1000003814697
