U              I
8.21500E+0003  1.17000E+0000
8.27500E+0003  1.17000E+0000
8.30200E+0003  1.17000E+0000
8.37100E+0003  1.17000E+0000
8.43900E+0003  1.17000E+0000
8.49400E+0003  1.17000E+0000
8.53300E+0003  1.17000E+0000
8.61100E+0003  1.17000E+0000
8.68500E+0003  1.18000E+0000
8.71100E+0003  1.17000E+0000
8.77200E+0003  1.17000E+0000
8.82900E+0003  1.18000E+0000
8.87000E+0003  1.17000E+0000
8.88100E+0003  1.17000E+0000
8.90200E+0003  1.18000E+0000
8.92800E+0003  1.17000E+0000
8.94500E+0003  1.18000E+0000
8.96900E+0003  1.17000E+0000
8.95900E+0003  1.17000E+0000
9.00200E+0003  1.18000E+0000
9.09400E+0003  1.18000E+0000
9.18600E+0003  1.18000E+0000
9.22200E+0003  1.18000E+0000
9.29300E+0003  1.18000E+0000
9.37000E+0003  1.18000E+0000
9.41300E+0003  1.18000E+0000
9.47800E+0003  1.18000E+0000
9.54300E+0003  1.18000E+0000
9.60400E+0003  1.18000E+0000
9.63900E+0003  1.18000E+0000
9.70900E+0003  1.18000E+0000
9.79700E+0003  1.18000E+0000
9.84900E+0003  1.18000E+0000
9.91500E+0003  1.18000E+0000
9.96100E+0003  1.18000E+0000
1.00280E+0004  1.19000E+0000
1.00730E+0004  1.19000E+0000
1.01110E+0004  1.19000E+0000
1.01590E+0004  1.19000E+0000
1.02340E+0004  1.19000E+0000
1.03140E+0004  1.18000E+0000
1.03450E+0004  1.19000E+0000
1.04000E+0004  1.19000E+0000
1.04650E+0004  1.19000E+0000
1.04970E+0004  1.19000E+0000
1.05640E+0004  1.19000E+0000
1.06200E+0004  1.19000E+0000
1.06480E+0004  1.19000E+0000
1.07040E+0004  1.19000E+0000
1.07870E+0004  1.19000E+0000
1.08310E+0004  1.20000E+0000
1.09230E+0004  1.19000E+0000
1.10060E+0004  1.19000E+0000
1.11040E+0004  1.19000E+0000
1.11590E+0004  1.19000E+0000
1.12540E+0004  1.19000E+0000
1.13240E+0004  1.19000E+0000
1.13530E+0004  1.20000E+0000
1.13910E+0004  1.19000E+0000
1.13900E+0004  1.19000E+0000
1.13920E+0004  1.20000E+0000
1.13910E+0004  1.19000E+0000
1.13870E+0004  1.19000E+0000
1.13880E+0004  1.19000E+0000
